timestamp_local,timestamp_utc,stay_id,sensor_id,fs_hz,ax_g,ay_g,az_g
2025-10-27T15:04:44.316901-06:00,2025-10-27T21:04:44.316901+00:00,T14-I-CUE,ACC-01,256.0,-0.02468957813908541,0.00699212872880995,-0.0034825334125849535
2025-10-27T15:04:44.327786-06:00,2025-10-27T21:04:44.327786+00:00,T13-I-CUE,ACC-02,256.0,0.5355567854525816,0.21199979434258315,0.1129411498400199
2025-10-27T15:04:44.320807-06:00,2025-10-27T21:04:44.320807+00:00,T14-I-CUE,ACC-01,256.0,-0.018420241091669842,-0.008989099613240759,-0.0020967731444903135
2025-10-27T15:04:44.324713-06:00,2025-10-27T21:04:44.324713+00:00,T14-I-CUE,ACC-01,256.0,0.07185958171316031,0.05048127397829463,-0.003980723705747346
2025-10-27T15:04:44.331693-06:00,2025-10-27T21:04:44.331693+00:00,T13-I-CUE,ACC-02,256.0,0.5708886663001261,0.30419622171212257,0.09576563913166522
2025-10-27T15:04:44.335599-06:00,2025-10-27T21:04:44.335599+00:00,T13-I-CUE,ACC-02,256.0,0.6597369102266709,0.3312484338231383,0.15454103586334558
2025-10-27T15:04:44.328620-06:00,2025-10-27T21:04:44.328620+00:00,T14-I-CUE,ACC-01,256.0,0.08979276354477406,0.033047048949570154,0.010017066872995254
2025-10-27T15:04:44.332526-06:00,2025-10-27T21:04:44.332526+00:00,T14-I-CUE,ACC-01,256.0,0.15702762611496957,0.09513599736102459,0.049979023699134234
2025-10-27T15:04:44.336432-06:00,2025-10-27T21:04:44.336432+00:00,T14-I-CUE,ACC-01,256.0,0.18919493259265466,0.10973742870888774,0.004544486975543771
2025-10-27T15:04:44.339505-06:00,2025-10-27T21:04:44.339505+00:00,T13-I-CUE,ACC-02,256.0,0.7286966152682832,0.33282336908490756,0.16556661427972832
2025-10-27T15:04:44.340338-06:00,2025-10-27T21:04:44.340338+00:00,T14-I-CUE,ACC-01,256.0,0.22602091897605736,0.14588697631748532,0.02224946905120571
2025-10-27T15:04:44.344245-06:00,2025-10-27T21:04:44.344245+00:00,T14-I-CUE,ACC-01,256.0,0.28599031802233993,0.16984331455262155,0.07009280362405186
2025-10-27T15:04:44.343411-06:00,2025-10-27T21:04:44.343411+00:00,T13-I-CUE,ACC-02,256.0,0.7655376686191762,0.41201009953969003,0.13139255869697414
2025-10-27T15:04:44.348151-06:00,2025-10-27T21:04:44.348151+00:00,T14-I-CUE,ACC-01,256.0,0.3515400571972746,0.1788048812873764,0.07196656468656895
